,sentiment,content
3133,sadness,@MAVinBKK I know but the wait will be worth it - November just seems so far away at the moment  ;)
2441,sadness,"@brookedanielle_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x"
18856,sadness,"Sh t, I'm getting even more sad. I'm currently at the library and j think it'll be the last one tooooo"
22939,sadness,@bwhips Good to know I'm not alone in my confusion
8827,sadness,ah remember the days when you'd sleep in until noon? well guess who did that today? god i feel like a loser
10074,sadness,is in mourning that he is having to miss the homesssssskooooler fair today!!!
6905,sadness,@JHall510 I'm good just bored at work
4771,sadness,"Overslept. While the extra sleep was nice, it does play havoc with the days to-do list."
17506,sadness,Idk i cant do shit
15779,sadness,I can't fucking concentrate with this damn heat!  Cooler is so not doing it's job.
9031,sadness,Running around town with Kathleen....she's leaving me for a month..
24232,sadness,@MerCuriosJewels Wonderful trip!  Read all 4 Twilight novels.  Completely all consuming and engrossing.  Kinda sad to be done.
12837,sadness,@randiellen03 Nofair! My BK only had Uhura and Nero left.
3124,sadness,"4th time in 1 month that i'm spending time @garage, for a broken airco this time.... sigh, great with this weekends weather"
24716,sadness,Ugh. I'm so tired. Waitin for the bus. @jpbabii202 good morning!
3393,sadness,I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I'm wide awake.
16374,sadness,Having one of my bad days....Migraine today. My 1st since my neck surgery about 2 1/2 months
17754,sadness,@PaperCakes  i hate when that happens. i hope you figure it out soon!
4022,sadness,@xjaded25x not helping!
28819,sadness,"At the apartment, nothin to do, a little hungry  http://myloc.me/Fim"
5794,sadness,@wethehunter there is no sun here in florida..it's all rainy and cloudy.
3326,sadness,@girlx they're at the bottom of the thing and aren't moving at all. feels bad man.
17705,sadness,home alone on a friday night  doesnt get sadder than that folks
15129,sadness,@mareyachristina nope  i'm bored and hungry.
14926,sadness,wanted to sleep but a friend from Denmark just poked me on IM
9103,sadness,is soooo hungry right now! Why is it not lunch time!
19495,sadness,"@djflykid Ooooh, boo!  We only see each other at the bar (at @titusofalltime's well) or miss each other! I'll make a pt of stopping by! ;)"
6579,sadness,"@ShellyKramer I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!"
17713,sadness,@Jaz_paige aww hey! I didn't know this was you! LOL. I'm sick. No outtie for me.
2421,sadness,Damn I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM
22749,sadness,"@Beverleyknight Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, xx"
14511,sadness,I could live off of mediterranean food for the rest of my life. I miss home
3215,sadness,@nursebettie666 he is the meanest lil boy ever!!!!!!!!!! When I was a lil girl everyone loved me
1619,sadness,@msalonen I feel like a Truck just hit me too! I also Resemble a man hit by a truck!
4569,sadness,Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!
25172,sadness,is going to her last full day of school. life is good.
18120,sadness,"@kraeth She really loves that ride, doesn't she?  Too bad I wasn't there recording it"
11043,sadness,@AppleCharlotte unfair  I wanna go too.
18482,sadness,selling my drumset  sad day
15120,sadness,omg i tink he is not cuming bckkk
19065,sadness,@RIngram08 glad u feel like cooking I'm so tired
5315,sadness,@silenceiseasy no no no lol I cut my bangs like Kate Hudson in bride wars a few months ago and it was super cute. Looks diff this time
25038,sadness,What can twitter do for me
9236,sadness,@sandyvanessa89 awwh im sorry  it won't be much longer
3454,sadness,@irrationallogic Yeah daw. Awww...  Wear a mask na!
28390,sadness,@jordanknight I have now officially resigned myself to never knowing what Tink! means....
13459,sadness,"So much for having a fun day off at the Brewer game... at home, sick"
12021,sadness,Nice days like this make me miss Alki
26392,sadness,@LesNoyse when will she b finished
5514,sadness,"is off to get her hair cut in the morning, and is not looking forward to spending a weekend alone"
4973,sadness,Field day.... Gt class...not winning...
15628,sadness,@vagabonddandy very bad.
6494,sadness,Leaving NOLA today  Counting down the seconds 'til I start crying. Love this place so much.
3383,sadness,@skateramps omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho' asses down here
19717,sadness,Unfortunately these heffas decided to take an impromptu mall trip without telling me
17035,sadness,aw how to lose a guy in ten days  &lt;3
3553,sadness,"made dentist appointment. 9th of June. feel sick and nervous already  However. Ibprofen, Paracetemol and Codeine are my friends. *sigh*"
13765,sadness,"@DirtLawyer Re: SWA &amp; Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know."
19144,sadness,@michaelpietsch He's totally ignoring me!! How sad!  I am heartbroken
1310,sadness,feels really sick.
5370,sadness,Now I'm all sad because I'll probably never see Fleetwood Mac.
7545,sadness,michael scholfield is no more. He is dead. I am sorry
18293,sadness,@scopezum I feel the same way! 9 hours of sleep and still exhausted! ahh!
1593,sadness,Has been underpaid  just when i really didn't need to be as well.
326,sadness,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
18947,sadness,OMG how sad is The Royle Family where Nana dies  I am sobbing!!!! :*( it's the saddest thing I've ever watched
17876,sadness,Is at work
10060,sadness,In denial about the moving van parked a few blocks away.
5977,sadness,am about to sell my Medieval trading pavillion... v sad
16254,sadness,@Lisa_Nova we had it but we lost it  very sad 4 us cause we loved it
6173,sadness,No launch today. Teacher changed plans and we watched a stupid move about tesla
19445,sadness,@Savfortomorrow I thought I was doing pretty good; I guess not. Bummer.
17091,sadness,The icecream truck never comes to my house
26709,sadness,miss your smile
13166,sadness,why does @mitchelmusso never reply to mee  he must really hate me :l
4326,sadness,"@JonathanRKnight actually, I wish I was back in Tahoe.  I miss it there."
2043,sadness,what a waste of lives ... http://tr.im/mLou
11248,sadness,"I wish I was out of school...But sadly, I still have like another month left."
981,sadness,@DHughesy ME! oh wait wrong state
185,sadness,Took a shift tomorrow.    I don't really feel like working right now.
13503,sadness,@dorkybarb There are currently 0 penguins at the MN zoo...  but we can go sometime soon.
14516,sadness,"@_CorruptedAngel my god, really! Really? 50? Christ"
12260,sadness,i want to see my bud mel  miss hur loads
8162,sadness,@lilmo4ever I'm So Mad I Wont Be There!!!!!!!!! UGHHH!!!
10285,sadness,"@danielbachhuber if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!"
2631,sadness,I guess you're not talking about Orlando Magic @whoiskenan! There was nothing magical about it
21942,sadness,@Gjerninger Are you sure you want to know?  It's http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!
11196,sadness,"is locked out for the house! shit, thank god there's internet..."
7824,sadness,has bronchitis and is on 3 prescriptions. No fun at all. Had to miss two days in a row of work.
1095,sadness,Nite Tweeple.  Tomorrow will be day 25 at work.
20660,sadness,@hot30 can you please have a short stakc competition
856,sadness,Missing Everyone
12925,sadness,Time to take a astronomy test!
26106,sadness,ill and bored on bank holiday.. Nothings open.. Bad times.. Film it is
18487,sadness,@SimpleMia Yes. Need to listen to sad SP-Songs
13303,sadness,@victoriax64 im sorry
18042,sadness,"@ivansharris Hey, where do you go last night?  Was expecting to see you @ On Broadway."
14043,sadness,no southland this wk
5259,sadness,@hookedonwinter   your picture makes me thristy EVERYDAY!
11233,sadness,whopee TGIF   that was more fun when i had a job
13727,sadness,"Damn, I never knew I could miss my phone so much for 4 hours till they told me I won't have it back till then"
17423,sadness,@bigkelleh but i know i can't
12723,sadness,No one is bringing snacks
17942,sadness,Aw one of our fishies died
9093,sadness,Hes just not that into you
6462,sadness,I really miss my phone  i cant wait till my new one comes
17283,sadness,going to the memorial for the guy in my grade that died.
473,sadness,"comfort food of the day: pan mee. though, it didnt taste any good.."
7458,sadness,@ScrapShoppeEtsy rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((
5566,sadness,I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don't deserve to read  #sccr18
15201,sadness,"@ChrisBrownWeb According to Bow Wow (his best-friend) Chris is not on Twitter, and doesn't want to be : / Because of haters probably"
16106,sadness,"just watched BGT on catch up, aw i felt so sorry for holly"
12559,sadness,I've experienced apathy over empathy in customer service situations too many times recently.
18953,sadness,@RVDS dammit i wanted to ask you about someone who i might be shooting but cant remember her name now
14455,sadness,i'm a little sad that school ended today i'm moving so i'm going to miss all my new friends from this year.    just got a hair cut
24409,sadness,"I was right, street market + rain = not a good idea! Am at home now with the fire on and a bacon sandwich yummmmm"
11231,sadness,Porter is making be a sad panda
975,sadness,"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/"
25809,sadness,@shonali hello- i'd like a little chat- but can't DM you- is there a mail id?
23982,sadness,"Right, I must be off to do some sewing. Bye x"
29208,sadness,@santojay They assume you won't be able to afford traveling anymore now that you've got a contract with them
19793,sadness,Its so windy and raining harder then the day before today   bye bye if the power gos out
19562,sadness,@trellthms what r u doing tonight bro?I wanna go out
5916,sadness,this phyllis hyman unsung story is so SAD
16457,sadness,I miss him  ARGH
3869,sadness,"School is going to be absolutely horrible today. Peace out, '09"
5347,sadness,VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.
3624,sadness,LAST DAY in St Andrews.. i will spend it on west sands! and then packing
17191,sadness,Is definitely working sunday afternoon to late evening
2426,sadness,This headache is killing me yet I need to cover some boring police event.
7631,sadness,"@inlovewitharmy Southridge was moved a week later cause of Swine flu, i think"
18385,sadness,...No more adventure time
10134,sadness,@danisometimes  sadness. you could hang out with me and feel less apathetic.
304,sadness,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...
1326,sadness,Their songs make me want to cry..
8362,sadness,@reverieBR That sucks. I hope you find a new job soon
1518,sadness,"drinking some really nice coffee, got to go to the dentist at 9am this morning"
926,sadness,@heavenlyriot Girls are confusing.
4488,sadness,@macmuso not in Hobart sorry
19449,sadness,I miss him soooo much  not gonna see him for 2-3 months
14462,sadness,rec game....trying not to cry...the pain is to much..i need him...can't lose him &lt;/3...my heart is breakingg
6814,sadness,@alyssa133 awww i'm sorry  what kind of fish did you have?
23400,sadness,@threefromleith Poor you. I'm off on Bank Holiday Monday today too
9148,sadness,shit back home in tallcree (rez)  now i cant see my boyfriend
200,sadness,@AlexanderGWhite daaammmnnnnn I do wish I was there.
13065,sadness,But I have to cause I missed a lot of classes
14375,sadness,attempting to count the days till i return to canada...theres alot of them
19594,sadness,i hate songs and surveys  they always seem to make me cry.
18670,sadness,@superstarnikki its just one of those days....
5410,sadness,@flyyKiDDangel lmao I need a shopping partner today.
27152,sadness,"Really tired, and need to be up in the morning... Off to bed. Good Night All!!!"
2829,sadness,@rawrgoesaimee Ah bibisita ka kina GQ bukas o  sasama ka sa Rushers EB? I won't be able to visit Jumpstart tom coz I have something to do
15042,sadness,Somebody get me out of work tomorrow.
18217,sadness,@marsacademy *HUGS you*  awwww......i'm sorry you are feeling sad E!
5491,sadness,"Awh, its the last day of the tour  I'll miss hangin w/@sendoutscuds and Children 18:3. Soooo...let's make it an awesome nite in OK!!"
18782,sadness,@dougreport how can I read the Floyd article says it's private
24074,sadness,My Life Would Suck Without You - Kelly Clarkson
16778,sadness,I'm so hungry
28445,sadness,"@tuaw In case no one gave you a heads up, AT&amp;T just put out an iPhone app for account management (MyWireless) I'd love to see a review"
18517,sadness,really sick and tired but my body's resisting rest!
14362,sadness,Sad because i cant go over my friends house
11555,sadness,"@shawin That's the problem. The earphones I get here don't last more than 2 months, no matter what brand or price."
1266,sadness,"have to stay away from home, and since this part of india dnt hav gud wireless internet, im fucked"
4854,sadness,"Sorry if I'm unsociable I'm loading up stock in the shop, mums making me"
8787,sadness,@joshuardean you are on mii shit list...Permanent mii dude
11915,sadness,Another Friday night in. Man being skint is rubbish.
9290,sadness,@KINGDINGALING_1  @wendi916 is leavin bc of racists *starts cryin*
17241,sadness,@DaysofBigWheels I wish I could see that first hand
17323,sadness,@Rorzshach Oh no  -hugs-
14158,sadness,Guess I have to go back and scrape out the oven now. Blerg
2512,sadness,I'll miss the 39th floor view...
16663,sadness,"@Nkcaump Excellent pic! Wish I were there, but it's a long drive from TN."
26019,sadness,"when i decide to be on time for something, that devil is always there to counteract! Frustrating but not discouraging..."
15785,sadness,Almost made it to reading comedy outlet. Headlining all weekend. Only took me 2 extra hours with traffic. Basically doubled my time.
25324,sadness,@iveland don't know it really hurt my arm. guess you have to booze me.. or just ask @hpeikemo or @erlandwienke if you don't believe me!
18528,sadness,"@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me"
23228,sadness,well i'm gonna go now.  goodbye all.
8041,sadness,my head huwwts
8815,sadness,http://twitpic.com/670rw - i miss my puppy
10023,sadness,Got up early did a shit ton now im headed to cherokee park to run  and walk !
1503,sadness,"@dj_cm  Didn't drink enough for a hangover, just tired and over worked"
11017,sadness,im soo bored...im deffo missing my music channels
7431,sadness,at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you
16205,sadness,Watching the Killers on JR. They are awesome. Too late though. They just cut the programme mid song. Twas my favourite too.
19641,sadness,wants to go home!
11131,sadness,It's a sad day for beer drinking movie goers. The Speakeasy theaters are no more
17667,sadness,"whatever. i give up, my phones about to die anyway.  next time"
5980,sadness,Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad
10183,sadness,"@MelissaPan awe yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history"
2113,sadness,So many farewell parties! sad to see people leaving ..
364,sadness,God I just want to sleep.
4555,sadness,@Sadandbeautiful That sucks about your prints. Sorry
15224,sadness,The Matrix Online shuts down next month...wow...I feel kinda sad about it
8670,sadness,@sunflower_seeds dude don't say that
13633,sadness,bad mood and i dont feel good. too bad no one cares
19042,sadness,missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!
19167,sadness,@survivorqueen I can't shes taken my keys to muh car.
3608,sadness,I knew I shouldn't have confessed to using phone to look up answers in pub quiz. A shame is now upon me
10737,sadness,@loryanyumul i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.
17330,sadness,can't set p my phone to twitter
5526,sadness,"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)"
9383,sadness,in less then a min i lost 2 followers
9708,sadness,Wish I didn't have to work today.
6658,sadness,@jkblacker Unfortunately I'm not @jamesog - someone's squatting on that
2833,sadness,i miss my daddy
16774,sadness,"Hey dude who turned down a flyer, you're a poser and not nice"
17514,sadness,So bored.... couldn't go to a-kon...
27553,sadness,@sln25373 it was Lies. and my fav song is not alone from room on the 3rd floor
13332,sadness,This week has been so lonely without gossip girl xoxo
10215,sadness,On my way to get the crate and Bella Dolce!!!! Sad cuz @livingdeaderin is going tto Richmond
9084,sadness,@RetroRewind dave why why why can't this happen when I'm not working and can listen?! :::whining big time:::
15247,sadness,"Ps BGT was both fab and sad, I thought Greg was awesome, sad he's gone but a child will always win in that situation sadly"
11553,sadness,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.
9539,sadness,"At Spring Awakening...cannot wait for it to start. Last time I'm here ever! Boo, sad times"
16040,sadness,@joshjnap I'm honestly incredibly upset we couldn't make it. Devestated even. We would have lost a whole travel day and it just sucks
1189,sadness,"says I'm still dreaming about that Nikon D60..erRr!  *ate, kuya **PLEASE** lang* huhuh http://plurk.com/p/wxrx5"
18359,sadness,to the people i was txting... sorry phone is dead and i can't resurrect it.  hopefully verizon will replace it and i'll it back by tonight
7397,sadness,WHAT THE HELL IS GOING ON?!?! Last night and this morning SUCKED... More moving tonight.
14668,sadness,i just watched Marley &amp; Me...i cried so hard!
16902,sadness,Waaaaaaaa they kicked us out of the bank. Getting it until monday  OMG Chilito
15661,sadness,@kelleyviolet That sucks!    It's thundering here.  I'm getting ready to shut down.
1294,sadness,"Changed my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~"
26899,sadness,LivingHandy.de 2.0 - stay tuned  - http://www.LivingHandy.de/
17467,sadness,@infobunny Ouch. Realising how sheltered my upbringing was.
8544,sadness,"about to head to Starbucks. was gonna take the bus to Paradise and Starbucks, but missed it by 2 minutes."
14900,sadness,"probably going to miss Silverstone's race again this season in iRacing , so sad   this track is pure laser scanned awesomeness"
14590,sadness,"My sister is having a stupid party &amp;&amp; I wanna hang out with my friends, but hilly won't txt me back..."
3527,sadness,@pntbtrkisses I agree with @Dog_Crazy it's not worth it - block them &amp; let Twitter police know about harrassment.
6145,sadness,I need some cheering up
8349,sadness,I hate taking lily to the doc to get shots. It makes me super sad
6649,sadness,Listening to Opeth. Trying not to think about missing their show in San Antonio. Failing
25531,sadness,"@sethsimonds I am grateful for a great marriage, awesome kids, and a business that rocks! I guess the rest of my family is ok too."
3768,sadness,"@AubreyODay  Aubrey, i know i speek for a lot of fans when i say we miss seing you on T.V. I hope we will be seeing you again  ..."
4850,sadness,"horrible dreams last night  also had one in which i was employed...sigh, if only."
1610,sadness,"Season 1 of Lie To Me was serious. Damn, now here comes the wait."
8706,sadness,Well that's the last of the Fabs gone
11495,sadness,I am so hungry! And there is no food for me to steal
14168,sadness,What happened to the warm?  I will commence pouting until it returns READYSETGO
18510,sadness,Not feelin right. Hope the feeling passes. Stupid stomach.
4527,sadness,@jessiemayumi Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
6700,sadness,I hate it when my sweetie has a bad day  http://tinyurl.com/lr22dj
314,sadness,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.
11488,sadness,so im super sick w/ a fever
18706,sadness,@fizzythoughts  Boo for being at work during #beatwittyparty but at least you're still here!
9930,sadness,Not good news  Time for an incredibly hard decision.
12390,sadness,I'm german i think i should be able to go to germany for free whenever i want...plz
21766,sadness,@paulusveltman Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg
19317,sadness,"at work.. missing my miami fam @anywayz, @abigaildsouza, @mrohboy32, carolina, jonathan, @Prtyprincess, @JessDosil &amp;&amp;&amp; more"
15860,sadness,@miss_r I can't get one either because of the dog. I'm pretty sure the bunny wouldn't survive a struggle with Tom
16651,sadness,@MinaScope there is always traffic heading back here to long island on fridays.
6557,sadness,I fell! I think my knee is broken  but I look fabulous
15476,sadness,@nkirchmar I have 30 minutes to go! Then a 3 day weekend leading up to my birthday on Tuesday. I have to work on my birthday.
17373,sadness,notthebest weekend....but oh well....I have a right to be sad
6849,sadness,wishing i was on a beach right now!!
13777,sadness,@gillianre  im not happy im emailin a complaint! haha il hav 2listen again on sunday
10720,sadness,Bye bye edinburgh  i don't want to leave
9179,sadness,Doing dishes...i miss my kitchen team
12097,sadness,"@KiwiiKink was it for the vma's? i guess so.. also wanna go to london in june for demi lovato concert, but no one's going with me"
1393,sadness,@USOuljah Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL
1398,sadness,Wants milk
18976,sadness,study study study.  What fun on a Saturday.
14139,sadness,Just got to work. Only today and three days left.  my heart is breaking.
708,sadness,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol
19208,sadness,"I'd rather be at #BEATweetup.  Instead, I'm taking my cue from @vromans and shutting down. @wirechairs @annacarollo reprezent-zent!"
29336,sadness,Pappadeux has some yummy strawberry lemonade
12659,sadness,phone is still blocked only my fav 5 can cll me
5789,sadness,@jacobmaestas I don't think I'll ever have one of those again
10742,sadness,gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....
9697,sadness,listening to @joeymcintyrye's Without Your Love...hes so tortured in that song...makes me sad
7277,sadness,@kujakupoet My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...
8685,sadness,In checkout line...kate &amp; jon splashed all over us weekly. sad
26257,sadness,"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story."
24187,sadness,"@pickleshy it's tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long"
3050,sadness,my blog is crashing my browser
6602,sadness,favorite shirt ruined:death by bleach  #fb
16479,sadness,@Wossy The Killers where the best. A bit disappointed that the last song was cut short  Can you watch it in full on Iplayer ?
22289,sadness,"@SoMuchMo aww, i miss u already! and this DEF sums up the wknd lol"
13064,sadness,saying goodbye to Papa....
19906,sadness,@shanisfearless gaah rain for tomorrow
5880,sadness,@LiamJHayter  Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here
2146,sadness,@etschuetz that sux  but mayb 4 the btr u nvr know
16332,sadness,i miss my husband
21287,sadness,drinking cordial  yes im bored
17382,sadness,"Watched Ten Pounds last night, brilliant movie,I couldnt stop weeping!!!"
13813,sadness,"@kaelahbee Aw, Kaelah I feel so bad for you. This sounds serious? Please get better soon. I admire you for still working hard and stuff."
4896,sadness,"ooh@LuLu_Bell whatchu goin as? Monsterpalooza's this weekend for us.  on the no Ink, i won't be a stressed contestant this year! Miss U X0"
11198,sadness,@angelofmusic11 and why can't toy story come out this june
1141,sadness,@Jessicaveronica you guys gonna tour with Short Stack again? I missed your last tour  Me friend went and said it was mad!
17401,sadness,Bah! Still at work. Lol my feet hurt and my nose won't stop running!
6785,sadness,So I slept 12 hrs! My body is aching
4616,sadness,"going to eat with my aunt soooon, not getting ready just changing.   i hope today is a goood day  idk i miissss himm"
28867,sadness,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We're such cry babies. Love her."
18924,sadness,chick fil a for dinner. Hopefully I feel better. My head and eyes are killing me
17196,sadness,We're going to panahra for dinner.  miss you guys.
11067,sadness,crashing from my WI high...missing mayfield
17597,sadness,@say_stephanie im so pissed i couldnt make an instore at hot topic in the rockaway mall to see @nicksantino.  haha no he wont.
6901,sadness,"@cameronmarion me too  no one even liked my answers to life last night, pshh"
16870,sadness,@kbal24 I am sorry that you are feeling that way.
15562,sadness,"@AZamann hah eeee, although understandable.. i need a new picture for this thing.. but i'm all sweaty"
14580,sadness,"@TheeRealFDHC Welcome to Glasgow Felix, sorry I cant be there tonight"
18308,sadness,Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how shit my work is
18417,sadness,@summerkristine i want you to go walking with me!! but i still miss my satan
16395,sadness,"@DJGigiDred not fare lady, no body naps while I am at work"
3691,sadness,Devon has caught and ate a fly. I dont know why she swallowed a fly. I guess she'll die.
4134,sadness,i only hav 8 followers                 !
17231,sadness,"@Dap23 ohh, i'm watching my best friend's wedding. it's so sad.."
18347,sadness,youtube not working
18173,sadness,another friday night with nothing to do ...boyfriend works until 1am
6075,sadness,So annoyed I missed Mitch Benn @ Lemon Tree. damn you What's On!
920,sadness,Tummy hurts
12247,sadness,Off to take a math quiz...on a friday....booo
7918,sadness,@neeshababyyy they won't  guys are retarded!
25410,sadness,Trying to figure out this whole &quot;Twitter&quot; thing! Thanks Scott &amp; Allison...now I can't concentrate on work
16770,sadness,@Rorzshach I wish  I'm not very good at it tbh :/
17503,sadness,seagull hates me and im utterly depressed about it. i miss him.
11427,sadness,lunch in the forrest ... its so baron.  fpu is so dead
6012,sadness,@JinxCat I have been failing at cooking lately  makin me sad. Duno how to cook for less than an army. I need to practice flour tortillas.
16275,sadness,"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\"
5187,sadness,Cab is so slow so I will probably miss the first beer...
12665,sadness,@tyefighter I had to sell guitar hero with ps3 to fund splitting with ex
18151,sadness,I regret not going to the Movie audition today  Seems like my neighbors are gonna get a call back .  http://myloc.me/21RK
3146,sadness,I'm slowly reallizing how this burn I got at work 5 hours ago really sucks
1287,sadness,Ready to go into work now.  cannot be bothered.
5165,sadness,@Enchanted_Myst I am soooo disappointed that that is what he looks like btw! The image is gone
25970,sadness,@Matt_Vega @Matt_Vega sikeeee.I'm sick *cough*
13662,sadness,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means no b-day cake  buy my own??"
7394,sadness,"@AdamBMusic ik, i feel sooo bad for them"
14727,sadness,now its raining in PHL and more delays in the flight schedule - bummed that I will be missing Jay Leno's last tonight's show today...
20154,sadness,"@allankent @andywalton oo, oo, I must compete... let me login to my work email to see if I can top that"
21152,sadness,@jenkellytisdale  good luck  haha i loved your character in the bring it on: in it to win it  movie
6739,sadness,"I also think that I'm talking to myself now. Okay I need to get to bed. BTW, I miss my brothers."
767,sadness,"off to work now, finish about 9pm  booooo."
7337,sadness,Damn. Stephane doesn't even feel sorry for me. Off to work then
14735,sadness,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I'm already dead tired = very bad.
103,sadness,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either
501,sadness,Having Fever  dont feel to work
7147,sadness,"Trip to DC next week canceled.  So, no Artomatic or beer with @genehack."
8730,sadness,@theNetImp yeah... it's gonna be a long while for me.
15721,sadness,@WOAHAmber But I hate being me
2292,sadness,cant sleep  so tired! goodnight... maybe :/
14316,sadness,@yourboogiegirl DUDE. same.  it hurts
19262,sadness,epic fail with the chocolate fountain that got CLOGGED
8237,sadness,Shoot. Only 12 miles
2521,sadness,"@HellenBach the geek, the stepson and the live in nanny love BGT, me - can't stand it!  Had to watch TV upstairs all alone!"
13557,sadness,wish it wasn't raining
5662,sadness,RIP to officer Edwards. May GOD continue to bless his family. What's up wit cops killing cops. Seen the same thing happen on &quot;The WIRE&quot;.
15181,sadness,I am so sad...
15535,sadness,hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick)
2028,sadness,"hmm. I'm disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help."
6252,sadness,listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal
3499,sadness,"It's a beautiful day outside today, shame I'm stuck in the office with the blinds shut to stop glare."
10660,sadness,Biggest food fight/mosh pit ever and i miss it from across the school
8775,sadness,@charlieskies  that is actually a better name than fluffballthegodzilla (my youtube username).  ive been beaten
6833,sadness,How do you forgive yourself for hurting the one you love the most?
19304,sadness,@KimmyCakezZ yes ma'am u do have a pretty smile. but you also won't eat chipotle with me.
17286,sadness,@mitchelmusso http://twitpic.com/67swx - i wish i was calling you but i can't from Malta
7191,sadness,Wish I was eating lunch w/ @laddiecatherine and @ophieracine
19696,sadness,is Jay Leno's last show tonight
13562,sadness,@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.
11209,sadness,#thingsmummysaid  You are the result of a broken condom.
22227,sadness,"@Snowgirl1972 have to avoid the burning desire to say I already have one  no, no room for piglets, just enough room for chucks"
22786,sadness,shower time!!!!!
15341,sadness,No 'rosie day' today  goal is to leav my house b4 my mom gets here hmmm maybe 'rosie day' rescheduled for....wed......
12053,sadness,"So disapointed,good Evans,  they sound really bad, so out of tune  #britainsgottalent"
10628,sadness,about to start work and missing him like crazy.I wont be seeing him till Tuesday
4456,sadness,looking out window is depressing it is so beautiful out and I am in here
16103,sadness,i wish i was in Jonathon Ross' audience right now
8064,sadness,Is youtube not working properly for anyone else? I can't watch videos because they keep failing to load
10969,sadness,crappy music on the radio
1761,sadness,"@Lmhustle4life Shit none. But yea last weekend was crazy, i think i partied to hard, thats why im sic."
19670,sadness,@sunmess she was performing at the lifeball in vienna this year but unfortunately i didn't get the chance to see her.
4999,sadness,darn it. I did it again.!  keep forgetting that darn &quot;D&quot; for DM's.....
7886,sadness,bout to go to work
11794,sadness,Last day of work. Taking myself off of all these shared googledocs... actually kinda getting to me
2461,sadness,Fixed my favourites. $180 and the heels fell off after 4 wears
23058,sadness,@sparklethots love that birdy nest! though i already got us another kind
6081,sadness,"Wish we had a garden so we could have a bbq tonight...  might set up a lounge bbq type thing, that'll work. #fridayfirehazzard"
1907,sadness,"I want to ride my bicycle today, but it's too cold and cloudy today  http://snipurl.com/izzsn"
18916,sadness,I get an instant sad face when I see a little kid lose their balloon
8517,sadness,My first car is offically gone.  good bye my turquoise topaz. You will be missed greatly.
